nmfat,dtfat,idcli,npais,quant,valor,,,,Média dos Valores:,408.22
544602,1/12/2021 10:10,13509,United Kingdom,135,98.1,,,,,
544603,10/24/2021 14:49:00,16353,United Kingdom,48,237.6,,,,,
544604,8/19/2021 15:24:00,12364,Belgium,555,623.92,,,,,
544606,7/25/2021 14:45:00,14970,United Kingdom,50,337.5,,,,,
544607,11/28/2021 15:17:00,16746,United Kingdom,93,301.2,,,,,
544610,9/15/2021 13:32:00,,United Kingdom,4,5.9,,,,,
544611,4/20/2021 12:02:00,14148,United Kingdom,16,157.2,,,,,
544612,12/5/2021 19:44,13320,United Kingdom,-18,-42,,,,,
544633,3/14/2021 11:38:00,13452,United Kingdom,1,295,,,,,
544634,5/18/2021 12:52:00,13719,United Kingdom,108,205.84,,,,,
544636,10/8/2021 16:56,,United Kingdom,355,1763.75,,,,,
544637,1/25/2021 12:36:00,12553,France,-12,-19.8,,,,,
544638,2/15/2021 13:00:00,14534,United Kingdom,52,120.16,,,,,
544642,4/18/2021 16:37:00,16928,United Kingdom,236,379.56,,,,,
544644,11/25/2021 11:25:00,17348,United Kingdom,175,177.61,,,,,
544645,4/12/2021 13:48,14456,United Kingdom,-1,-1.25,,,,,
544646,4/5/2021 11:23,13268,United Kingdom,226,250.04,,,,,
544647,4/11/2021 13:05,16318,United Kingdom,199,328.15,,,,,
544648,9/9/2021 10:24,13319,United Kingdom,224,493.4,,,,,
544649,9/20/2021 16:31:00,12989,United Kingdom,-1,-2.1,,,,,
544650,2/22/2021 11:46:00,17002,United Kingdom,266,513.06,,,,,
544651,3/27/2021 15:46:00,14573,United Kingdom,41,165.83,,,,,
544652,10/23/2021 16:19:00,15436,United Kingdom,227,370.27,,,,,
544654,3/28/2021 16:37:00,17917,United Kingdom,75,119.55,,,,,
544656,5/12/2020 13:29,13767,United Kingdom,284,806.28,,,,,
544657,11/20/2021 13:58:00,,United Kingdom,608,4785.89,,,,,
544658,8/23/2021 13:55:00,14646,Netherlands,288,424.8,,,,,
544659,7/25/2021 13:57:00,14796,United Kingdom,572,564.03,,,,,
544660,1/11/2021 12:47,15018,United Kingdom,95,204.87,,,,,
544661,12/22/2020 14:28:00,12383,Belgium,754,600.72,,,,,
544662,11/16/2021 9:34:00,16079,United Kingdom,210,313.62,,,,,
544663,11/29/2021 9:13:00,13599,United Kingdom,60,93.84,,,,,
544664,1/26/2021 10:30:00,13491,United Kingdom,71,187.85,,,,,
544666,6/9/2021 15:53,13122,United Kingdom,48,18.72,,,,,
544667,8/17/2021 11:37:00,14323,United Kingdom,128,305.24,,,,,
544668,4/10/2021 15:45,13269,United Kingdom,90,97.7,,,,,
544670,6/10/2021 10:52,14626,United Kingdom,315,610.91,,,,,
544672,11/18/2021 9:03:00,13079,United Kingdom,6,17.7,,,,,
544673,8/12/2021 11:53,14217,United Kingdom,28,94.48,,,,,
544675,8/12/2020 9:51,15628,United Kingdom,250,319.18,,,,,
544676,9/20/2021 14:46:00,,United Kingdom,624,4102.39,,,,,
544677,2/10/2021 14:31,16930,United Kingdom,4,11.8,,,,,
544678,1/21/2021 16:34:00,17389,United Kingdom,-1,-3.75,,,,,
544680,5/20/2021 16:25:00,14388,United Kingdom,356,458.94,,,,,
544681,7/3/2021 11:32,16621,United Kingdom,47,162.85,,,,,
544684,1/20/2021 17:06:00,17364,United Kingdom,-21,-25.45,,,,,
544685,3/3/2021 12:06,15053,United Kingdom,257,222.65,,,,,
544686,6/7/2021 13:21,17511,United Kingdom,-13,-17.49,,,,,
544687,5/27/2021 10:41:00,13488,United Kingdom,291,493.27,,,,,
544688,9/12/2021 10:13,12518,Germany,188,339.14,,,,,
544689,3/29/2021 11:30:00,13802,United Kingdom,-30,-50.7,,,,,
544691,10/19/2021 11:49:00,12472,Germany,923,1376.43,,,,,
544692,11/3/2021 14:26,17164,United Kingdom,427,627.13,,,,,
544693,11/21/2021 14:30:00,12878,United Kingdom,-11,-13.35,,,,,
544694,11/4/2021 9:46,15214,United Kingdom,402,514.93,,,,,
544695,9/25/2021 11:38:00,14285,United Kingdom,293,1247.53,,,,,
544697,6/10/2021 20:28,17633,United Kingdom,-4,-15,,,,,
544698,8/17/2021 12:50:00,14194,United Kingdom,214,508.12,,,,,
544699,3/31/2021 17:17:00,13883,United Kingdom,457,980.41,,,,,
544700,4/27/2021 16:54:00,16418,United Kingdom,87,145.91,,,,,
544701,6/28/2021 15:28:00,13631,United Kingdom,40,250,,,,,
544702,9/22/2021 16:34:00,12609,Germany,130,326.12,,,,,
544703,7/17/2021 12:02:00,13967,United Kingdom,42,80.7,,,,,
544717,6/27/2021 12:32:00,17735,United Kingdom,528,701.88,,,,,
544749,12/13/2020 15:26:00,15867,United Kingdom,63,201.4,,,,,
544754,3/5/2021 12:38,15898,United Kingdom,-2,-4.2,,,,,
544766,5/1/2021 12:29,18109,United Kingdom,54,138.98,,,,,
544767,11/20/2021 14:40:00,17636,United Kingdom,182,285.56,,,,,
544768,5/27/2021 12:59:00,16422,United Kingdom,-24,-15.6,,,,,
544769,9/22/2021 11:40:00,12657,France,259,618.44,,,,,
544770,8/12/2020 10:40,14796,United Kingdom,434,671.21,,,,,
544771,8/12/2020 12:49,14051,United Kingdom,214,623.42,,,,,
544772,10/10/2021 10:52,13113,United Kingdom,-39,-113.55,,,,,
544773,5/4/2021 11:54,,United Kingdom,13,13.85,,,,,
544776,7/26/2021 10:31:00,17675,United Kingdom,-2,-6.6,,,,,
544777,7/12/2020 15:49,,United Kingdom,-1,-13541.33,,,,,
544778,10/14/2021 17:16:00,,United Kingdom,1,2.89,,,,,
544779,11/16/2021 12:25:00,16469,United Kingdom,106,187.71,,,,,
544788,4/5/2021 13:11,15987,United Kingdom,24,9.36,,,,,
544789,12/12/2020 12:03,12875,United Kingdom,1728,293.76,,,,,
544790,8/8/2021 12:38,16255,United Kingdom,-4,-5,,,,,
544791,5/27/2021 12:48:00,14735,United Kingdom,22,89.7,,,,,
544792,10/20/2021 12:26:00,14646,Netherlands,1728,1244.16,,,,,
544793,5/10/2021 13:47,16040,United Kingdom,175,437.37,,,,,
544794,9/12/2020 13:59,15288,United Kingdom,66,165.65,,,,,
544795,5/6/2021 13:16,17811,United Kingdom,99,147.05,,,,,
544796,11/22/2021 16:31:00,14051,United Kingdom,240,958.2,,,,,
544797,2/12/2020 11:56,14390,United Kingdom,-1,-5.95,,,,,
544798,11/22/2021 14:59:00,14911,Ireland,239,616,,,,,
544799,10/2/2021 11:44,17377,United Kingdom,144,216.58,,,,,
544800,4/12/2021 14:59,13435,United Kingdom,-1,-4.15,,,,,
544801,8/12/2020 13:38,18259,United Kingdom,116,376.3,,,,,
544802,9/28/2021 10:42:00,17469,United Kingdom,172,441.8,,,,,
544804,9/10/2021 14:30,13193,United Kingdom,50,117.88,,,,,
544805,2/3/2021 13:35,17770,United Kingdom,231,603.17,,,,,
544806,4/21/2021 16:17:00,,United Kingdom,398,1953.26,,,,,
544807,10/11/2021 13:48,12473,Germany,-1,-40.46,,,,,
544808,11/27/2021 11:54:00,13782,United Kingdom,96,170.06,,,,,
544809,3/24/2021 13:45:00,14560,United Kingdom,41,62.38,,,,,
544810,10/8/2021 9:35,15201,United Kingdom,-4,-19.8,,,,,
544811,6/21/2021 17:17:00,15152,United Kingdom,-3,-38.4,,,,,
544812,1/9/2021 13:53,16187,United Kingdom,300,459.92,,,,,
544813,3/16/2021 11:52:00,13358,United Kingdom,285,439.03,,,,,
544815,12/16/2020 11:51:00,12748,United Kingdom,84,135.44,,,,,
544816,4/11/2021 13:34,15311,United Kingdom,518,627,,,,,
544817,1/8/2021 12:48,12749,United Kingdom,812,1866.43,,,,,
544818,2/17/2021 16:35:00,14371,United Kingdom,34,100.5,,,,,
544819,2/9/2021 11:42,12483,Sweden,163,309.45,,,,,
544820,5/12/2021 11:39,16811,United Kingdom,84,232.3,,,,,
544821,12/17/2020 17:06:00,15856,United Kingdom,266,741.22,,,,,
544822,3/17/2021 18:14:00,14329,United Kingdom,-4,-6.75,,,,,
544823,6/1/2021 18:06,12753,Japan,-45,-109.8,,,,,
544824,10/23/2021 15:11:00,17841,United Kingdom,321,511.05,,,,,
544825,4/11/2021 11:53,18172,United Kingdom,154,335.72,,,,,
544826,5/24/2021 12:22:00,13213,United Kingdom,182,320.48,,,,,
544833,3/11/2021 16:28,13324,United Kingdom,560,684.12,,,,,
544834,3/14/2021 12:41:00,13319,United Kingdom,175,373.84,,,,,
544836,5/13/2021 13:29:00,17669,United Kingdom,338,619.5,,,,,
544837,6/12/2021 13:27,18225,United Kingdom,160,330.28,,,,,
544838,6/11/2021 10:44,18077,United Kingdom,166,335.86,,,,,
544839,10/19/2021 14:20:00,13247,United Kingdom,78,85.8,,,,,
544846,10/25/2021 11:28:00,15345,United Kingdom,81,393.54,,,,,
544885,4/8/2021 17:08,12584,Italy,-1,-4.95,,,,,
544886,11/13/2021 12:27:00,14547,United Kingdom,700,1117.08,,,,,
544887,6/28/2021 11:20:00,16671,United Kingdom,656,1382.88,,,,,
544888,11/23/2021 14:36:00,15640,United Kingdom,364,886.86,,,,,
544894,1/8/2021 13:31,17757,United Kingdom,153,206.69,,,,,
544895,6/14/2021 15:15:00,15125,United Kingdom,124,213.8,,,,,
544896,7/11/2021 12:29,14387,United Kingdom,388,840.82,,,,,
544898,7/4/2021 10:38,15281,United Kingdom,32,104.4,,,,,
544899,4/20/2021 17:10:00,15912,United Kingdom,66,141.49,,,,,
544900,11/13/2021 14:44:00,15022,United Kingdom,1,39.95,,,,,
544903,6/4/2021 10:07,17783,United Kingdom,53,112.41,,,,,
544904,11/24/2021 12:21:00,17671,United Kingdom,248,474.16,,,,,
544905,2/25/2021 16:42:00,13493,Switzerland,66,179.35,,,,,
544906,7/7/2021 14:11,18013,United Kingdom,24,10.08,,,,,
544907,6/23/2021 13:37:00,12465,Belgium,294,440.94,,,,,
544908,7/20/2021 10:51:00,12521,Germany,309,599.68,,,,,
544909,5/5/2021 13:19,16457,United Kingdom,140,208.36,,,,,
544910,11/8/2021 10:15,13319,United Kingdom,-2,-7.17,,,,,
544911,5/12/2020 12:08,14810,United Kingdom,84,180.44,,,,,
544912,1/12/2021 16:37,17920,United Kingdom,66,187.78,,,,,
544914,12/14/2020 15:13:00,13097,United Kingdom,90,304.9,,,,,
544915,5/25/2021 12:39:00,17790,United Kingdom,40,124.25,,,,,
544916,11/25/2021 14:00:00,,United Kingdom,6,75,,,,,
544917,11/30/2021 12:10:00,18241,United Kingdom,70,117.54,,,,,
544918,10/17/2021 14:41:00,16389,United Kingdom,773,303.36,,,,,
544919,12/17/2020 14:41:00,,United Kingdom,1043,4700.4,,,,,
544920,3/11/2021 15:47,16333,United Kingdom,3840,5727,,,,,
544921,3/14/2021 11:41:00,15039,United Kingdom,172,377.88,,,,,
544922,12/17/2020 18:07:00,12931,United Kingdom,20,33,,,,,
544923,8/6/2021 12:21,14527,United Kingdom,49,209.28,,,,,
544924,2/10/2021 14:00,15701,United Kingdom,151,255.13,,,,,
544925,2/22/2021 16:32:00,,United Kingdom,570,1799.96,,,,,
544926,3/5/2021 9:05,14732,United Kingdom,156,306.5,,,,,
544927,4/21/2021 12:07:00,,United Kingdom,5,13.75,,,,,
544928,11/17/2021 8:35:00,12681,France,110,291.86,,,,,
544929,4/27/2021 16:44:00,14198,United Kingdom,-2,-9.9,,,,,
544930,6/27/2021 9:11:00,,United Kingdom,148,869.72,,,,,
544931,1/9/2021 17:38,12971,United Kingdom,28,114.6,,,,,
544932,10/28/2021 12:08:00,14623,United Kingdom,-2,-19.9,,,,,
544933,1/12/2021 10:18,15101,United Kingdom,207,215.25,,,,,
544935,10/2/2021 17:06,12967,United Kingdom,-1,-29.95,,,,,
544936,9/21/2021 15:23:00,12520,Germany,340,588.41,,,,,
544937,2/25/2021 16:26:00,14156,Ireland,-672,-2548.8,,,,,
544938,1/26/2021 12:43:00,14233,United Kingdom,47,100.85,,,,,
544940,8/11/2021 12:06,13047,United Kingdom,1,4.95,,,,,
544941,3/3/2021 12:53,17374,United Kingdom,29,191.95,,,,,
544942,9/1/2021 11:41,13758,United Kingdom,152,422.4,,,,,
544943,11/7/2021 15:46,,United Kingdom,48,66.75,,,,,
544944,11/4/2021 15:25,14606,United Kingdom,56,142.84,,,,,
544945,11/14/2021 11:25:00,14735,United Kingdom,66,276.3,,,,,
544968,5/24/2021 11:29:00,18044,United Kingdom,163,245.92,,,,,
544969,4/17/2021 13:02:00,12997,United Kingdom,185,302.92,,,,,
544970,3/20/2021 14:37:00,15140,United Kingdom,283,446.15,,,,,
544996,11/18/2021 17:12:00,12504,Germany,-3,-32.65,,,,,
544998,1/3/2021 12:48,15319,United Kingdom,175,204.5,,,,,
544999,6/10/2021 9:38,15416,United Kingdom,392,839.99,,,,,
545000,9/30/2021 12:51:00,13426,United Kingdom,-1,-7.62,,,,,
545001,7/25/2021 13:45:00,16033,United Kingdom,163,441.14,,,,,
545002,6/9/2021 14:19,12526,Germany,318,520.3,,,,,
545004,9/3/2021 12:37,,United Kingdom,2,33.9,,,,,
545011,1/12/2020 10:29,13705,United Kingdom,103,318.14,,,,,
545012,7/3/2021 12:17,16225,United Kingdom,176,326.91,,,,,
545013,5/13/2021 16:57:00,14676,United Kingdom,396,223.44,,,,,
545014,10/14/2021 14:04:00,15453,United Kingdom,146,189.86,,,,,
545016,11/11/2021 8:39,12384,Switzerland,64,292.58,,,,,
545017,3/11/2021 12:18,16678,United Kingdom,250,301.2,,,,,
545018,7/12/2021 10:11,14794,United Kingdom,158,204.86,,,,,
545019,11/17/2021 19:48:00,14508,United Kingdom,61,138.86,,,,,
545020,2/12/2021 15:41,15078,United Kingdom,24,50.4,,,,,
545022,5/4/2021 10:46,15572,United Kingdom,207,430.13,,,,,
545023,5/1/2021 15:56,15464,United Kingdom,350,1048.85,,,,,
545025,4/8/2021 17:19,17267,United Kingdom,155,311.02,,,,,
545026,3/16/2021 11:09:00,13983,United Kingdom,2,290,,,,,
545027,7/18/2021 12:26:00,17448,United Kingdom,-1,-4287.63,,,,,
545028,9/26/2021 11:05:00,12925,United Kingdom,258,368.31,,,,,
545029,3/5/2021 11:42,16013,United Kingdom,158,626.1,,,,,
545030,10/20/2021 14:12:00,16592,United Kingdom,12,25.2,,,,,
545031,9/27/2021 13:57:00,12579,France,-6,-11.7,,,,,
545034,5/13/2021 15:48:00,12681,France,268,415.28,,,,,
545035,10/18/2021 13:32:00,13637,United Kingdom,55,125.65,,,,,
545036,9/29/2021 12:23:00,14527,United Kingdom,35,160.7,,,,,
545037,6/4/2021 10:33,13515,United Kingdom,180,203.4,,,,,
545038,7/7/2021 12:40,12471,Germany,148,208.62,,,,,
545039,11/20/2021 11:32:00,14157,United Kingdom,85,155.71,,,,,
545041,7/14/2021 11:46:00,16488,United Kingdom,170,219.06,,,,,
545042,2/25/2021 12:46:00,18231,United Kingdom,-13,-17.1,,,,,
545043,10/11/2021 14:54,17442,United Kingdom,-1,-4.95,,,,,
545044,7/29/2021 12:10:00,17841,United Kingdom,-5,-6.15,,,,,
545045,3/25/2021 10:50:00,16029,United Kingdom,552,878.16,,,,,
545046,4/11/2021 10:29,13495,United Kingdom,268,659.8,,,,,
545047,5/5/2021 11:20,15147,United Kingdom,-3,-14.85,,,,,
545048,3/18/2021 9:19:00,15854,United Kingdom,52,309.4,,,,,
545050,3/2/2021 12:00,16684,United Kingdom,5880,6549.12,,,,,
545051,8/18/2021 6:33:00,17719,United Kingdom,-3,-10.08,,,,,
545052,2/11/2021 10:44,17663,United Kingdom,103,211.47,,,,,
545053,11/24/2021 12:48:00,15858,United Kingdom,95,191.01,,,,,
545054,11/14/2021 13:11:00,14910,United Kingdom,-7,-10.45,,,,,
545055,7/12/2021 13:21,13798,United Kingdom,516,822.68,,,,,
545056,11/2/2021 9:17,12980,United Kingdom,56,790.8,,,,,
545057,5/7/2021 15:34,,United Kingdom,37,281.74,,,,,
545058,11/17/2021 9:34:00,12610,Italy,169,248.2,,,,,
545059,4/14/2021 12:31:00,13772,United Kingdom,86,228.42,,,,,
545061,10/6/2021 16:37,12947,United Kingdom,48,40.8,,,,,
545062,8/12/2021 15:37,13404,United Kingdom,12,34.68,,,,,
545063,10/21/2021 9:50:00,13460,United Kingdom,197,107.46,,,,,
545064,9/21/2021 9:37:00,14397,United Kingdom,32,53.12,,,,,
545065,5/26/2021 14:17:00,12937,United Kingdom,76,210.8,,,,,
545066,2/10/2021 13:46,15906,United Kingdom,217,590.49,,,,,
545067,7/12/2020 15:20,16950,United Kingdom,32,172,,,,,
545069,2/6/2021 14:46,17133,United Kingdom,728,1437.12,,,,,
545070,5/13/2021 17:05:00,,United Kingdom,12,4.68,,,,,
545071,4/8/2021 15:23,14778,United Kingdom,165,396.81,,,,,
545072,6/15/2021 12:39:00,16644,United Kingdom,75,111.37,,,,,
545073,9/11/2021 13:50,17038,United Kingdom,28,112.4,,,,,
545074,9/13/2021 17:17:00,16029,United Kingdom,-1,-15,,,,,
545076,2/10/2021 12:22,14533,United Kingdom,1976,326.8,,,,,
545077,6/12/2021 9:35,12584,Italy,45,200.45,,,,,
545078,4/18/2021 10:41:00,17841,United Kingdom,162,366.48,,,,,
545079,10/24/2021 13:59:00,17119,United Kingdom,-7,-13.3,,,,,
545081,1/3/2021 13:04,17027,United Kingdom,6,13.2,,,,,
545082,12/10/2021 14:33,13983,United Kingdom,13,12.97,,,,,
545083,2/12/2020 17:03,13958,United Kingdom,-23,-102.45,,,,,
545084,11/22/2021 14:10:00,14251,United Kingdom,186,346.14,,,,,
545085,4/18/2021 17:29:00,14502,United Kingdom,128,217.07,,,,,
545086,9/23/2021 8:28:00,18198,United Kingdom,-144,-237.6,,,,,
545087,2/11/2021 12:20,14390,United Kingdom,239,564.41,,,,,
545103,10/10/2021 14:38,17284,United Kingdom,124,158.44,,,,,
545105,1/13/2021 12:53:00,16814,United Kingdom,159,342.15,,,,,
545127,9/28/2021 9:02:00,17857,United Kingdom,300,585,,,,,
545135,10/11/2021 11:55,12682,France,101,245.4,,,,,
545148,7/27/2021 13:17:00,15078,United Kingdom,264,544.2,,,,,
545149,6/7/2021 12:33,17341,United Kingdom,10,14.5,,,,,
545150,2/27/2021 13:04:00,14157,United Kingdom,199,277.17,,,,,
545151,7/4/2021 11:37,13102,United Kingdom,174,245.46,,,,,
545152,3/17/2021 15:47:00,14462,United Kingdom,115,232.39,,,,,
545153,6/12/2021 12:19,14121,United Kingdom,694,771.16,,,,,
545154,12/23/2020 16:49:00,,United Kingdom,18,78.7,,,,,
545155,4/5/2021 12:11,12645,Germany,240,429.6,,,,,
545156,4/26/2021 13:02:00,16729,United Kingdom,459,604.73,,,,,
545157,9/22/2021 16:20:00,13394,United Kingdom,280,302.74,,,,,
545158,4/12/2021 16:02,12724,France,75,208.24,,,,,
545159,1/11/2021 12:48,16360,United Kingdom,393,530.37,,,,,
545160,9/16/2021 13:45:00,15240,United Kingdom,234,337.17,,,,,
545161,7/19/2021 11:08:00,16475,United Kingdom,92,91.4,,,,,
545162,1/5/2021 13:45,15376,United Kingdom,375,654.17,,,,,
545163,3/30/2021 12:34:00,16019,United Kingdom,60,303.32,,,,,
545164,6/1/2021 15:11,,United Kingdom,691,3401.94,,,,,
545165,3/2/2021 14:15,15311,United Kingdom,369,610.16,,,,,
545166,11/29/2021 9:15:00,13599,United Kingdom,70,44.2,,,,,
545170,5/12/2021 14:06,15856,United Kingdom,32,81.6,,,,,
545176,5/17/2021 14:58:00,,United Kingdom,-1,-82.73,,,,,
545180,11/23/2021 10:30:00,14049,United Kingdom,-13,-30.55,,,,,
545182,2/15/2021 15:04:00,14825,United Kingdom,175,241.34,,,,,
545183,11/16/2021 11:49:00,18246,United Kingdom,96,363.2,,,,,
545184,3/22/2021 11:53:00,14875,United Kingdom,100,362,,,,,
545185,6/21/2021 12:06:00,14911,Ireland,49,147.4,,,,,
545186,11/28/2021 10:48:00,12427,Germany,-288,-60.48,,,,,
545187,11/15/2021 15:08:00,18181,United Kingdom,146,382.8,,,,,
545188,6/12/2021 9:32,13694,United Kingdom,100,145,,,,,
545190,10/30/2021 14:18:00,17447,United Kingdom,93,169.05,,,,,
545191,10/18/2021 12:07:00,17135,United Kingdom,369,205.06,,,,,
545213,6/27/2021 12:58:00,17110,United Kingdom,50,163.3,,,,,
545214,3/18/2021 11:11:00,,United Kingdom,-1,-56.93,,,,,
545215,9/23/2021 8:00:00,17663,United Kingdom,-3,-6.69,,,,,
545216,10/4/2021 14:27,13610,United Kingdom,49,110.55,,,,,
545217,6/6/2021 10:57,15095,United Kingdom,-2,-5.9,,,,,
545218,5/10/2021 15:24,17735,United Kingdom,263,562.47,,,,,
545219,2/18/2021 15:44:00,16306,United Kingdom,-2,-5.1,,,,,
545220,6/1/2021 13:56,16424,United Kingdom,-6,-51,,,,,
545221,1/7/2021 13:18,,United Kingdom,1,116.69,,,,,
545222,12/10/2021 12:31,16203,United Kingdom,104,214.6,,,,,
545223,3/24/2021 14:55:00,17757,United Kingdom,55,166.75,,,,,
545224,7/20/2021 13:26:00,17675,United Kingdom,600,1532.76,,,,,
545225,9/8/2021 14:35,15194,United Kingdom,-1,-3.95,,,,,
545227,11/13/2021 11:44:00,17920,United Kingdom,131,255.54,,,,,
545228,1/24/2021 13:58:00,12935,United Kingdom,325,431.63,,,,,
545229,1/23/2021 13:25:00,15443,United Kingdom,182,437.71,,,,,
545230,8/6/2021 15:26,,United Kingdom,48,359.05,,,,,
545231,6/29/2021 12:12:00,13238,United Kingdom,104,227.7,,,,,
545232,7/26/2021 10:19:00,14329,United Kingdom,-1,-1.65,,,,,
545233,1/26/2021 10:30:00,14049,United Kingdom,-11,-12.02,,,,,
545234,9/21/2021 8:55:00,15696,United Kingdom,77,378.95,,,,,
545235,9/8/2021 15:59,13162,United Kingdom,317,382.85,,,,,
545236,7/1/2021 10:47,16889,United Kingdom,365,523.05,,,,,
545237,6/22/2021 15:43:00,12748,United Kingdom,4,4.94,,,,,
545238,7/28/2021 12:28:00,16076,United Kingdom,309,325.47,,,,,
545276,8/6/2021 12:02,18092,United Kingdom,64,221.4,,,,,
545279,2/12/2020 17:05,14443,United Kingdom,-2,-1.67,,,,,
545287,5/12/2021 16:34,14198,United Kingdom,-4,-8.2,,,,,
545289,1/13/2021 15:10:00,15107,United Kingdom,2,14.95,,,,,
545290,12/17/2020 13:45:00,16931,United Kingdom,100,212.61,,,,,
545294,4/13/2021 9:32:00,18231,United Kingdom,253,429.25,,,,,
545295,3/18/2021 12:57:00,14194,United Kingdom,118,282.12,,,,,
545300,11/22/2021 16:34:00,12465,Belgium,185,301.25,,,,,
545301,4/4/2021 14:09,14747,United Kingdom,84,328.2,,,,,
545302,4/8/2021 11:07,12455,Spain,33,78.56,,,,,
545303,10/14/2021 11:15:00,13047,United Kingdom,226,550.58,,,,,
545304,2/22/2021 16:13:00,18196,United Kingdom,241,450.78,,,,,
545305,5/12/2020 11:59,17062,United Kingdom,163,179.64,,,,,
545306,1/4/2021 10:08,16214,United Kingdom,34,206.7,,,,,
545309,7/10/2021 9:53,15344,United Kingdom,-8,-57.46,,,,,
545310,1/25/2021 16:36:00,15189,United Kingdom,40,300,,,,,
545312,1/30/2021 15:48:00,17463,United Kingdom,417,709.51,,,,,
545313,12/4/2021 15:08,14289,United Kingdom,40,147.3,,,,,
545314,4/17/2021 13:20:00,13951,United Kingdom,175,303.49,,,,,
545315,7/11/2021 17:15,14911,Ireland,78,206.9,,,,,
545316,11/30/2021 15:29:00,12584,Italy,-12,-108.25,,,,,
545317,4/10/2021 8:27,17381,United Kingdom,408,359.04,,,,,
545318,2/15/2021 10:41:00,12931,United Kingdom,1280,1696.4,,,,,
545319,4/10/2021 12:39,14178,United Kingdom,218,198.74,,,,,
545320,11/30/2021 15:38:00,12784,Portugal,2,56,,,,,
545321,4/28/2021 13:23:00,17874,United Kingdom,4,6,,,,,
545322,5/12/2020 14:06,15894,United Kingdom,115,156.74,,,,,
545323,3/5/2021 10:09,12598,France,2,36,,,,,
545324,7/22/2021 17:21:00,13563,United Kingdom,146,310.88,,,,,
545325,1/28/2021 12:07:00,15527,United Kingdom,117,358.9,,,,,
545326,9/22/2021 9:53:00,15201,United Kingdom,-214,-257.79,,,,,
545327,8/2/2021 13:28,12599,France,216,201.86,,,,,
545328,10/26/2021 13:20:00,17564,United Kingdom,43,124.34,,,,,
545331,2/11/2021 11:20,15275,United Kingdom,498,615.14,,,,,
545332,8/5/2021 10:11,15227,United Kingdom,208,251.75,,,,,
545333,4/11/2021 14:06,17233,United Kingdom,131,190.88,,,,,
545334,1/14/2021 17:16:00,17961,United Kingdom,1,3.35,,,,,
545336,10/11/2021 12:37,14096,United Kingdom,1014,4358,,,,,
545337,7/25/2021 9:48:00,15144,United Kingdom,214,261.42,,,,,
545339,9/22/2021 9:41:00,17716,United Kingdom,-68,-150.2,,,,,
545340,10/24/2021 13:39:00,13098,United Kingdom,-2,-5.64,,,,,
545342,11/18/2021 15:25:00,,United Kingdom,-1,-530.25,,,,,
545343,2/9/2021 16:53,12748,United Kingdom,8,3.12,,,,,
545344,4/2/2021 12:29,13309,United Kingdom,467,390.71,,,,,
545345,9/28/2021 15:41:00,12393,Australia,294,521.5,,,,,
545347,7/12/2021 12:55,17590,United Kingdom,144,320.93,,,,,
545348,9/22/2021 16:48:00,18172,United Kingdom,36,75.6,,,,,
545349,9/21/2021 9:50:00,15253,United Kingdom,-2,-2.9,,,,,
545377,10/11/2021 13:46,12473,Germany,1,40.46,,,,,
545398,9/13/2021 13:46:00,12822,United Kingdom,424,690.9,,,,,
545399,6/23/2021 11:58:00,17630,United Kingdom,46,168.1,,,,,
545400,1/18/2021 15:30:00,18190,United Kingdom,-1,-9.95,,,,,
545401,11/2/2021 16:19,15406,United Kingdom,3,9.25,,,,,
545402,6/27/2021 17:05:00,16670,United Kingdom,-2,-15.9,,,,,
545408,9/30/2021 10:08:00,18041,United Kingdom,108,356.75,,,,,
545410,11/17/2021 13:46:00,12449,Belgium,524,1342.71,,,,,
545411,6/19/2021 10:20:00,17282,United Kingdom,344,274.56,,,,,
545412,11/3/2021 12:05,17194,United Kingdom,1,10,,,,,
545413,6/28/2021 17:28:00,17997,United Kingdom,261,322.53,,,,,
545414,2/3/2021 17:11,16473,United Kingdom,-1,-1.25,,,,,
